Дата,Индекс,1 месяц,3 месяца,6 месяцев
6/13/21,2.22489959938071,4.88790235650572,4.58814865542229,4.41088095400986
6/12/21,2.22458271767257,4.87335203156061,4.57650347460348,4.40521200475563
6/11/21,2.22426583596444,4.84323215227871,4.56452068746996,4.39954157208158
6/10/21,2.22395874686624,4.81695165005423,4.55407723997376,4.39432161863032
6/9/21,2.22365413671053,4.79198299396049,4.54693190139065,4.38899023899816
6/8/21,2.22336601284092,4.77577454258294,4.53933218677528,4.38254281198516
6/7/21,2.22309924093200,4.77091678936527,4.53558487001374,4.37839696119712
6/6/21,2.22281004640125,4.75638376346854,4.52778893915264,4.37424745873338
6/5/21,2.22252085187051,4.74927926339615,4.51999128250921,4.37009690804982
6/4/21,2.22223165733976,4.74798390469594,4.51251674281864,4.36594530879176
6/3/21,2.22194310911134,4.75115997179559,4.50504234031299,4.36190583271423
6/2/21,2.22165094679505,4.75241377390918,4.49635901931208,4.35752937932532
6/1/21,2.22136064843086,4.75465987516961,4.48855518442927,4.35354537345336
5/31/21,2.22106552054662,4.75433603490331,4.48118064122431,4.34916808593998
5/30/21,2.22076321401931,4.74654620500576,4.47521467026554,4.34515240312059
5/29/21,2.22046090749200,4.74355755090545,4.46911612217426,4.33984754467571
5/28/21,2.22015860096469,4.73954250235774,4.46288052805856,4.33454134342472
5/27/21,2.21985876798589,4.72850114303559,4.45435757341271,4.32946344520280
5/26/21,2.21956079954979,4.72548988797067,4.44618091668151,4.32478010146920
5/25/21,2.21926347904534,4.70905982822340,4.43789085651279,4.32009687863552
5/24/21,2.21897349264643,4.69666263267889,4.42982805601240,4.31580957529331
5/23/21,2.21868058259834,4.68265302460003,4.42119670435776,4.31130344637125
5/22/21,2.21838767255025,4.66728400194369,4.41256343295004,4.30712637947270
5/21/21,2.21809476250216,4.65155931252712,4.40392824114859,4.30294824068136
5/20/21,2.21780249866604,4.63683851219094,4.39541190547118,4.29882907739944
5/19/21,2.21750419878615,4.61542675570775,4.38530608911431,4.29425794008595
5/18/21,2.21720229480244,4.59799374479330,4.37485989911655,4.28934805151541
5/17/21,2.21690043192171,4.58057912643861,4.36384625897782,4.28488853008999
5/16/21,2.21659869229955,4.56322817080819,4.35182641717643,4.28026771470052
5/15/21,2.21629695267739,4.54652390780316,4.34013985300817,4.27591911498964
5/14/21,2.21599521305523,4.52946270416164,4.32911718402790,4.27156937111929
5/13/21,2.21570140497852,4.51875774664321,4.31957564122088,4.26795616815656
5/12/21,2.21541309779456,4.50905644001745,4.31106102459264,4.26468208926252
