source_file,tenor_years,series_kind,pixel_x,tp
inputs/tp_10y_book.png,10,tp,349,2.7200721153846152
inputs/tp_10y_book.png,10,tp,350,2.6818509615384616
inputs/tp_10y_book.png,10,tp,351,2.6563701923076923
inputs/tp_10y_book.png,10,tp,352,2.65
inputs/tp_10y_book.png,10,tp,353,2.65
inputs/tp_10y_book.png,10,tp,354,2.65
inputs/tp_10y_book.png,10,tp,355,2.6436298076923075
inputs/tp_10y_book.png,10,tp,356,2.6372596153846155
inputs/tp_10y_book.png,10,tp,357,2.630889423076923
inputs/tp_10y_book.png,10,tp,358,2.605408653846154
inputs/tp_10y_book.png,10,tp,359,2.573557692307692
inputs/tp_10y_book.png,10,tp,360,2.541706730769231
inputs/tp_10y_book.png,10,tp,361,2.503485576923077
inputs/tp_10y_book.png,10,tp,362,2.4780048076923076
inputs/tp_10y_book.png,10,tp,363,2.4461538461538463
inputs/tp_10y_book.png,10,tp,364,2.4079326923076922
inputs/tp_10y_book.png,10,tp,365,2.363341346153846
inputs/tp_10y_book.png,10,tp,366,2.3123798076923077
inputs/tp_10y_book.png,10,tp,367,2.261418269230769
inputs/tp_10y_book.png,10,tp,368,2.2295673076923075
inputs/tp_10y_book.png,10,tp,369,2.2295673076923075
inputs/tp_10y_book.png,10,tp,370,2.2295673076923075
inputs/tp_10y_book.png,10,tp,371,2.2423076923076923
inputs/tp_10y_book.png,10,tp,372,2.2486778846153843
inputs/tp_10y_book.png,10,tp,373,2.2550480769230767
inputs/tp_10y_book.png,10,tp,374,2.261418269230769
inputs/tp_10y_book.png,10,tp,375,2.267788461538461
inputs/tp_10y_book.png,10,tp,376,2.267788461538461
inputs/tp_10y_book.png,10,tp,377,2.2741586538461536
inputs/tp_10y_book.png,10,tp,378,2.2741586538461536
inputs/tp_10y_book.png,10,tp,379,2.267788461538461
inputs/tp_10y_book.png,10,tp,380,2.267788461538461
inputs/tp_10y_book.png,10,tp,381,2.261418269230769
inputs/tp_10y_book.png,10,tp,382,2.2486778846153843
inputs/tp_10y_book.png,10,tp,383,2.2423076923076923
inputs/tp_10y_book.png,10,tp,384,2.2359375
inputs/tp_10y_book.png,10,tp,385,2.2295673076923075
inputs/tp_10y_book.png,10,tp,386,2.216826923076923
inputs/tp_10y_book.png,10,tp,387,2.2104567307692307
inputs/tp_10y_book.png,10,tp,388,2.191346153846154
inputs/tp_10y_book.png,10,tp,389,2.178605769230769
inputs/tp_10y_book.png,10,tp,390,2.178605769230769
inputs/tp_10y_book.png,10,tp,391,2.178605769230769
inputs/tp_10y_book.png,10,tp,392,2.1849759615384614
